equipment_id,equipment_type,location,age_days,runtime_hours,temperature,vibration_level,power_consumption_kw,humidity_level,error_codes_count,manual_override,downtime_last_30d,service_priority,failure_within_7_days
b'#\xad9\xa5\r\xafD\xf0\xb8\xfc;\xd5\xf9\xbfW\x87',Pump,Building A,770,4786.12,84.7,3.63,21.1,54.48,0,0,1.46,Low,0
b'YI\xa1Uo\x0fH\x87\x94\xec\xc8\x06k\x84\xe3q',Generator,Warehouse 1,1789,5183.8,70.86,4.29,20.76,37.35,2,1,1.32,Low,0
b'?@A\xfc\x12\xc5I@\x97\x86Rnw\xa3!\xc4',Generator,Building B,776,4831.62,71.74,3.59,19.23,46.96,2,1,1.33,Medium,0
b'^\xe1\x8910\xe7K\xe6\x81&\xc4\xf7\xba\xc8\x00k',HVAC,Warehouse 2,792,5612.24,78.98,5.23,25.56,37.58,1,0,2.98,Low,0
b':7\xc5\x82\xc4\xd2O\x96\x91C\x99\x84\xcb\xf3G\xb7',Pump,Building A,703,5204.67,73.89,4.43,24.13,43.14,2,0,0.22,Low,0
b'=\x94\xd6\xa8\x9f\rH]\xbcc\x07:\xdbv\x11k',Elevator,Building B,702,5786.41,69.4,-1.25,26.8,48.87,2,1,1.98,Medium,0
b'\xab\x140\x83k\xc4Ix\x8d\xb1D\xbc+\xfa\xb5A',Pump,Building C,910,6072.2,85.12,0.48,18.52,44.51,2,0,2.77,Low,0
b'[E\x89\x9f\x98tG=\x96\xa2\xf9v\x11q\xeb\xd0',Generator,Building A,1155,4945.22,65.78,3.01,12.61,44.02,3,0,5.11,Medium,0
b'\xb4J!Mo\x06D\xc1\xba/\xec\xc8\xee63\xb2',Pump,Building B,1508,3269.74,88.34,6.75,20.23,63.59,2,1,3.35,Low,1
b'\x80\xf7u\xfc\xde\xe5C\xda\xb6`fW\xdcU\xefD',Boiler,Warehouse 2,1815,3915.76,76.23,2.78,22.54,38.13,1,0,5.44,Low,0
b'\x90#RF\xe49C\x10\xaa\x14?>w\xd4\xbfY',Elevator,Building A,871,4423.4,67.62,0.43,13.14,77.68,1,1,0.62,Low,0
"b'U\xdd\xd7\xa4\x95\xf1ML\x80\xdb\xe0\xc1""J\x14\x10'",HVAC,Building A,1666,3818.71,75.31,4.77,30.01,72.88,3,1,0.28,Medium,0
"b""\xcc\xe231(YM\xcf\x9b8\x0b\x8f@'U*""",Boiler,Warehouse 2,676,5629.18,71.85,2.76,19.87,56.54,0,1,1.57,High,0
b'z\xb93p\x89\xe8Gx\xb2B\x9c\xb6C+\x91:',HVAC,Building C,1354,4656.79,54.14,4.46,21.49,69.71,3,1,1.52,Medium,0
b'\x96\x84D[S\x8bI\xaf\x9c6\xf3dH\x0f\x8e\xce',HVAC,Building C,1138,5856.74,78.98,3.59,17.87,81.2,2,1,0.77,Low,0
b'\x06\xb8\x07\xa6r7L\xa4\x86\x98O\xb9M\x02r\xca',Boiler,Building B,809,4372.56,75.73,0.56,18.15,41.42,1,0,3.28,Low,0
b'\x085-\x9f\xc8_A$\xa5D\xa7_u\xd5\x10#',Boiler,Building C,1202,4679.9,50.95,0.95,14.47,87.83,1,1,1.12,High,0
b'h\xc5c%\xea;G\x94\xbc\x0e\xe8\x1a/U\xf2`',Boiler,Warehouse 2,1100,4620.9,82.16,3.32,18.33,66.36,1,1,0.3,Medium,0
b'\x04\xaf\xe2\x05EON\xf4\xa6\r\x02(\xa7\x0f\x1bB',Boiler,Building B,791,3754.26,80.23,7.63,21.4,47.01,3,0,0.22,Low,1
b'\xe3A\x17.\xf3\xaeC\xc7\xaf\x97\xb3\xa5\x90\x1c\xa0{',HVAC,Building B,658,3755.23,74.74,-0.4,18.95,68.36,0,0,1.13,Low,0
b'\x93Cj\n\xa3\rD\xb5\xa7\xdf\xd3\xc0:\xc3\x0b\xae',Boiler,Building B,1809,5570.42,71.69,2.22,24.27,77.36,0,1,6.81,Medium,0
"b""\xf2\x8d\x08\xe0\xac\xc6O\x1b\xa6\x8bS\xd9'\xab\xe7\x98""",Generator,Building C,1085,3095.06,77.58,2.12,19.07,89.36,0,0,2.13,Medium,0
"b'H\x15\xca\xeaC:C\xeb\xb2\r\xeb=\x03,\x13P'",Generator,Warehouse 1,767,5626.43,74.2,3.31,11.88,58.94,1,0,0.43,Low,0
b'b\xd0\xdb\xc8\x11(F\xc3\x9e\xf1\xf6\xed\xd0\xb6\xe2\xec',Generator,Warehouse 1,487,5697.59,66.64,3.46,13.49,42.91,3,1,0.53,Low,0
b'J\x14\x98 \xba\tI#\x91\x17M\x90\x93\xd4[\x18',Pump,Warehouse 2,517,5457.32,95.98,2.79,22.96,71.63,2,0,1.21,Medium,0
b'\xb1\xce\xfe\xc8_gOD\xb8XK\x13X\xb1\x19\xd7',Generator,Warehouse 2,767,6851.05,72.38,2.74,22.22,32.53,2,0,2.86,Low,0
b'\xb8\xbdg\xc9\xac\xab@=\x97\xe5;%[\x93\x1f\xa3',Generator,Building C,1728,5295.23,72.62,2.38,29.09,62.44,2,1,1.36,High,0
b'\xbf\x10|\xa9\x856H\xdf\x89\x8aIk\x99\xfc\x0f\x8a',Boiler,Building B,991,3708.96,78.29,3.44,23.36,68.0,0,1,1.85,Medium,0
b'./\xe7A\xc3\xa2D\xe2\x96\x90\xb1\x07\xf1\xa6p2',Generator,Building A,1429,2564.69,81.84,1.78,20.88,55.86,0,1,8.7,Low,0
b'\x88m\xe9\\Q\xd7HF\xac\x16\x9a-\x0cQH\x9a',Generator,Building B,1058,6834.2,80.98,2.03,18.6,88.55,1,0,2.1,Medium,0
b'\xa9\r\xf9G?5I\x96\xb8\xa0\x0e\xdb[Y\xa9\x99',HVAC,Warehouse 1,1086,3235.55,77.91,3.47,23.33,44.99,0,0,2.35,Low,0
b'\xed\x1fup\x92\xc6F\xf6\xb1\xdd\xf31\xd9\x19\xc5\x10',Pump,Warehouse 2,1372,3095.33,89.44,1.16,17.04,70.18,1,0,1.82,Low,0
b'\x0c\xd1\xe7j\xc7CH\x9f\xae\xaa\xf4\xd4\x88&\xf1\x1c',HVAC,Warehouse 1,1259,3506.49,53.76,4.08,17.27,59.12,1,0,0.4,Low,0
b'\x95<\xae\xd8\xf3\xb9N\xf9\x9d\xfcD6\xd0S?\xa8',HVAC,Warehouse 2,552,5243.13,70.3,3.92,15.11,53.42,1,0,0.92,Low,0
b'KG\xe6\xdf2\xf7J\x92\xb0\xc3f\xdb\xc3E\xae\xe2',Generator,Building A,982,4699.02,68.69,4.87,26.14,47.17,1,1,0.47,Low,0
b'hv\xf3\xa3\x1fRD\x1e\xaa\rX\xb2B\xf0\x80G',Generator,Building C,1048,4342.87,68.02,2.02,18.07,68.36,0,1,0.29,Low,0
b'\\u\xaeu+\xa9J\xd5\xb2\xbaW\xc8-R<\x8b',Generator,Building A,1803,3640.03,87.28,3.73,28.84,45.36,1,0,1.54,Low,0
b'\x1d\xcanV<\xedEg\x8b\x86[\xcc\xb1]\xd1\x1f',Generator,Warehouse 2,1360,3348.39,70.53,4.47,21.37,89.93,2,0,0.59,Low,0
b'\xc1|Ay\xb4\rA\xf7\x85e6\x94\x85\xb5&\x0c',Generator,Warehouse 2,522,2733.95,71.49,2.66,23.58,52.41,2,0,1.9,Low,0
b'\x89\x92L\x9f\xb3\xf5C\t\x9a9\x0f\xe8\xc3\xf8\xf2H',HVAC,Building A,1265,6022.45,69.67,-0.75,21.56,59.83,1,0,4.1,Medium,0
b'\xdc!\xc3\xb1\xb6\xfbAE\x83u\x8c\xdc\xee\x1f\t|',Boiler,Warehouse 1,925,3010.18,68.25,2.72,14.51,59.78,2,0,6.51,High,0
"b""'\xab 7\xd32O\xc4\x93V\x80s\xacf\x0e\xc9""",Pump,Warehouse 2,1633,6257.62,79.06,2.65,15.53,50.21,2,0,0.15,Low,0
b'\xf2\xb7z3O\xf5G\x04\x84rX\xd22\x8e~<',Pump,Warehouse 1,1487,4601.49,79.86,3.76,29.95,79.97,0,1,0.28,Low,0
b'\x84?\xa8\xc1peA\x93\xbb\xa5\x16\xbc\x1f;\x16\xd5',Generator,Building C,1163,5644.12,75.82,0.37,15.7,66.4,3,0,0.24,Low,0
b'\n\x02\xe1N}\xafB\x9f\xae\xd4\xbag\xa26$_',Pump,Building B,1413,6180.99,79.03,1.55,16.02,77.22,0,0,0.92,Low,0
b'\xc2%\xe1l\x07\xbcOP\x9e\xf0<i\xdb\xcc\xfb\xd3',Pump,Building A,1349,7891.7,77.78,1.74,26.61,66.76,2,1,0.6,Low,0
b'@4\x9a\x10\x15\x10L\xd9\x88}\xa7;D\x9a\xce\xaf',Pump,Building B,919,5001.11,59.56,3.74,24.17,77.34,1,1,1.0,Low,0
b'D\x9fK\x16GyF\xb6\x84\x9d4\xe4\xb2\xc6Nm',Elevator,Warehouse 2,1196,5136.6,75.25,1.93,24.05,79.78,3,1,1.25,Low,0
b'\x02=h\x1eW\xfaA%\xa5\x06zJ+\xe5\x10\x8e',Elevator,Building B,858,4187.45,96.05,3.05,13.12,61.72,3,1,2.55,Low,1
b'\xcb\xa5S\xda*%M\x9e\xa2\xb6\xe9s\xa9~\xed\xa6',Boiler,Warehouse 1,1350,5975.71,75.01,4.03,9.23,38.89,1,0,0.37,Low,0
b'~\x81\x04\\\xa6\x11Fn\xbe\xca\xc1\xa0\x19\xd2I\xda',Pump,Building A,952,6653.31,81.23,3.36,22.43,70.31,1,1,0.26,Low,0
b'1-\xcb\xb1\xeezF\x9e\xb9\xee\xc8\x0c\x00\xac\x0f\xbf',HVAC,Building A,1507,6991.37,78.93,5.39,17.15,61.31,0,0,0.43,Medium,0
b'\x9a#\x02\xdc\xee\x89I\x01\xbf\xd6\xf5\xf8\xde\xe3\x9f\xa3',Elevator,Warehouse 1,1049,5498.6,82.54,4.41,13.88,40.6,2,1,2.22,Low,0
b'\xab\xe6\xea\xe5\xff9N\x8f\x9a\x1a\xc0\xd6\xbaM;\x12',Generator,Building C,992,5467.95,63.3,1.33,16.85,48.79,0,1,4.64,Medium,0
b'f7Y\x85dfK\x7f\x8e\x14\x971\x1f\x15\xaao',Generator,Building A,974,3564.64,69.21,0.14,17.26,74.67,3,1,0.34,Medium,0
b'\x80\x81Z \xec)C\xfa\x8f\x97X\x86\x03!T\xec',Generator,Building A,1286,5137.9,94.57,4.19,21.53,56.43,3,0,0.79,Medium,1
"b""6L\x007Y\xf4F'\xb2Y\x87Y\xc1\x14\x84\xe9""",Generator,Building A,568,4889.21,72.09,2.17,20.77,31.43,1,1,1.15,Medium,0
b'\xc8N\xad\xe1}\x16M\xe0\xb4c\xf2\x9d\xf6\x9f\xa9\xcb',Pump,Building C,786,4276.2,69.88,3.23,29.82,42.01,1,0,0.15,Medium,0
b'}\xf9\x95O\xbf\xcdDn\xa5\xec\x95\xdb\xda\xfc\x1b=',Pump,Building B,1550,5588.64,82.28,4.24,24.85,70.16,2,1,1.94,Low,0
b'Z\xe7c\x8f?pI\x8c\x90\xa8\x17<Nc\x01\x04',Elevator,Building B,1808,5001.98,90.33,0.98,15.69,68.57,2,1,2.94,Medium,0
b'Y\x0f\x9f\xfc\x80?Ou\xbd\xe3\xeeA\x9c\xd9\x00\xdc',Elevator,Building A,1625,5995.89,76.6,5.65,33.93,64.67,2,1,0.11,Medium,0
b'8c=\x0e\xf9\x02F#\xbc\xbcu\x17\xe5{\x8ez',Pump,Warehouse 2,1206,5049.33,82.22,2.45,31.94,35.62,2,1,0.73,Low,0
b'f/\xdfI\x19\xc0CT\x9dq\xb1\xfb\xc6&u\x0b',Pump,Warehouse 2,1814,4658.69,80.35,3.99,20.71,70.69,2,1,0.65,Low,0
b'\xa37\xef\x05\xadCK\r\xa4\xa6u\xf2\xd7\xee\xc1\xd6',Boiler,Warehouse 2,1289,3663.43,88.37,5.32,21.6,62.24,1,1,0.91,Medium,1
b'\xd6\x9b\x11S\xdf\xbcBZ\xa4\x9f\x01\x80\x99\x88\xc2x',HVAC,Warehouse 2,1122,4689.61,59.52,3.4,19.8,63.24,1,1,2.76,Low,0
b'2\xc7\xca\x0f0tL)\x80#\xc3\x00\xf9\x03\x0f\xc7',HVAC,Warehouse 2,526,4837.3,66.29,3.11,23.69,61.65,0,0,0.0,Medium,0
b'\xf0\xe0\x0b\xf8{\xa8D\xf2\x99\xdb\xf3\x0c\xf8\x12i\x12',Boiler,Warehouse 2,1369,5706.23,77.28,3.94,14.49,34.72,1,0,2.66,Low,0
b'\x862O>\x12pB\xcb\xafM\x96\xe9\xf7\x7f\x1f}',Boiler,Warehouse 1,987,4655.22,56.28,1.24,21.77,74.5,1,1,0.34,Low,0
b'|8D/\xe8:Gp\xae\x8dJ\xfd\x95\xe5\xfeY',HVAC,Warehouse 2,731,4238.12,78.85,0.7,17.73,74.9,2,1,0.44,Low,0
b'\x14kA\xde\xc9\xd5H\x02\xa1\x92\x98\xfd\x8c\xf5\x90\xf5',Pump,Warehouse 2,1578,4238.18,77.1,5.3,16.11,69.57,1,0,0.95,Low,0
b'u\x93\xe8\xea\xf8\xefEo\xa5K\xc6D\x06\xeb\xa5H',HVAC,Building B,1087,5301.96,69.53,5.8,20.17,44.94,1,1,0.05,Low,0
b'3\x83G\x1cD\x85A\x9b\xb9\x18\xc0\xac5\x15\x06\xf5',Generator,Building C,573,6089.9,69.29,3.07,24.78,57.33,0,0,4.23,High,0
b'\x0c\xc4\x12`\xb1kK\xde\x9b\xc9\xaa\x8a\x18\x8b\xd1\xb3',Elevator,Warehouse 1,1285,2860.89,73.54,4.99,31.05,43.16,2,1,0.0,Low,0
"b""\x14[\x8d\xd8\x19\xcaI\x8e\xac\x8d\x87\xfe\xa5'\xaf@""",Boiler,Building A,1325,4226.97,66.29,4.09,22.24,45.42,0,0,0.5,Medium,0
"b""\xcdG'\x01\x0b\x80F\xff\x8a\x80C\x03\x13\xaf\xf3\x84""",Pump,Warehouse 1,1478,3517.59,71.24,0.49,20.54,86.43,2,0,0.96,Low,0
"b'n\xb1\x91\xe2,\xe2J\xbb\x85A7\x15\xc8\xebyR'",Generator,Building A,887,6579.44,68.88,4.7,19.23,86.65,1,0,0.2,Low,0
b'\xa0\xc0\x1ax\xe9\x0bL3\x8e&;\x91\xc5\xddX\x10',Pump,Warehouse 1,1385,4618.51,61.8,3.51,18.68,39.5,2,0,0.97,Low,0
b'r\xf6\xdf\xectTG\xfa\x9f!\x94\x9c\xa0\x844\x13',Pump,Warehouse 1,1442,5194.91,85.53,1.91,19.49,57.88,3,0,0.25,Low,1
b'\x1f\n\xa3\xe7\x00j@\xa2\xbb\xd1\xb8\xddH\xc8\x87\x05',Pump,Warehouse 1,834,5981.38,81.69,2.94,10.54,55.27,1,0,0.29,High,0
b'\x00h}\xabVYD\x17\xaa\x1a\xe6v.\xdf\xf4\x16',Generator,Warehouse 1,934,3524.59,85.23,1.1,13.15,30.51,1,1,5.63,Low,0
b'\x8d\xf8\xbftcdGD\xbf\xac\xa8\x82N~=\xea',HVAC,Building C,870,5088.24,84.74,6.08,22.91,53.22,1,0,0.11,Low,0
b'\x08Z\\G\xa4`FS\x8e\xb1\xb3\xdb\xb2`d\xe3',Elevator,Building C,1026,7159.74,56.39,2.24,22.8,53.65,1,0,0.33,Low,0
b'\tD\xa5t\x8fLI\xbd\xa5\xcf%\xf6\xca\xc6\xa8\xc1',Boiler,Building A,824,6421.58,75.17,2.31,5.58,80.93,2,1,4.32,Low,0
b'}q\xea\xb2\xa5-F\x9b\x97\xba\xbf\x1c\x10\t\xd2\x9b',HVAC,Warehouse 2,1691,3573.98,78.94,4.24,16.84,32.65,1,0,3.18,Medium,0
b'P&\xf2\xdd\xe3\x00A\xd0\x80\xc68\x97Mz\xbb\xfd',HVAC,Building A,575,4815.97,50.12,2.67,24.85,62.25,0,0,0.0,Medium,0
b'\x1d\x01\xeeNR\xd6L\xa0\x85Y\xf7\xae\xb3&\xea\xf0',Elevator,Building C,1395,5791.65,63.81,5.65,14.68,72.72,0,1,0.17,High,0
b'M\xf6be\x91\xd3C\xb5\x98\xdeRwx\xb6fF',Generator,Warehouse 1,814,4395.09,79.98,3.81,23.21,65.8,1,1,0.26,Low,0
b'\xaf\x8fp\xe9\xad\x80H\x9f\xa9<@\xe7\xae\x13\xbf\xf9',HVAC,Building C,691,7637.88,78.02,2.42,8.97,51.81,2,0,0.96,Low,0
b'\xe7\xe5\xa9\xc6\xd4\xb7B\x11\xb2\x15\xfd\xbd\xc7&t}',Generator,Building B,1182,5343.87,65.12,3.4,20.7,46.73,1,1,1.85,Low,0
b'e4\xca\xe31\x1bD.\x82\xcam\x87\xd0\xb7x\xd3',Pump,Building A,1615,7035.01,78.58,2.58,21.32,32.32,2,0,1.26,High,0
b'\x07\xd1d\xfe\x0b\xe1D6\x95\xae\xdd`D\xe4\xde4',Generator,Building A,1774,4596.71,75.85,4.37,19.08,88.96,1,1,4.73,Low,0
b'\xfa+`\xae\x02jH\x11\x9b\x9f\xf3\x81\x97\xc8\xa8\xe4',Pump,Building B,872,3790.8,75.57,3.17,20.93,73.9,1,1,0.47,Low,0
"b'\x1azb<\x1f\x13F\xe0\xbc""\xf8\x85\xd2{\xd8\xd2'",Generator,Warehouse 1,986,3959.8,81.99,5.17,18.42,77.04,3,1,0.52,Low,1
b'\xed\x9c\x81B\xef\xbfH&\xae\x9fVS\x81\xf7dP',HVAC,Warehouse 2,1495,4070.86,63.66,2.48,17.07,42.57,2,0,2.55,Low,0
b'\x83\xf1\x81\x96D0D\x93\x99Hl\x88\xd6\xe8\xc74',Generator,Building C,830,4383.63,77.86,3.19,23.89,51.82,1,1,2.37,Low,0
b'q\x1b\xd2\x10\x9e\x8eD\xb6\xb2\xd09R\xdf\x08B\xa0',Generator,Building A,597,7073.78,67.14,4.04,14.56,76.33,2,0,4.49,Low,0
b'\x07\x9a\x1c\xc1\x19\x80K\xe5\xae\x99C\xdb\x18\xff\x19\xee',HVAC,Warehouse 1,860,6233.41,74.92,2.42,26.53,43.81,2,0,1.49,Medium,0
b'@\x80\x81\xf5>7I\xff\x8a\x93%\x8cE\xaf\xae\xd0',Generator,Warehouse 1,1701,4462.42,86.23,1.08,23.59,36.56,1,0,0.63,Low,0
b'\x10(\x93\xff}QG\xe7\x85\xf0\x85?\xd1\xcd\xae\xbf',HVAC,Warehouse 2,1477,4598.03,84.3,2.35,29.04,36.05,1,1,4.08,Low,0
b'`\xa0%\x9eH\xc3C\xce\x9fx\xcf\x0c \xbd\x84\x90',Pump,Building A,1771,5973.37,81.24,0.52,14.83,44.07,2,1,0.59,Low,0
b'\xf0\nq\x9bt\xd2JU\x98]\x14<\x95\x02k6',Boiler,Warehouse 1,453,2922.88,72.65,6.22,12.28,56.14,2,0,3.58,Medium,0
b'\xebI>\x89O\xd1K\xc1\x8a\xc5!K\x17t\xed\xee',Elevator,Building A,1771,5624.29,60.75,0.29,25.91,59.16,1,1,0.48,High,0
b'\x87\xca\x0f\xc0\x8ceI\x0e\xbb\x87\xa0\xa5\xb9\xcch\xdb',Boiler,Building A,1471,5314.45,68.22,3.59,20.71,73.78,0,0,4.31,Medium,0
b'\x17D\xdc\xa5\xe9\xc5J\x83\xb7\xc4A\xe903/\xc4',Generator,Building A,1159,4828.33,85.98,3.54,20.32,61.94,1,0,0.42,Low,0
b'l\xca\x14\xcb\xe1\x12A\x02\x84\x8c]|\x19\x97gO',Boiler,Warehouse 2,1503,7057.81,60.62,2.23,19.37,78.07,1,1,1.37,Medium,0
b'_\x01\xdeR\xb58O\xac\xa5f\xf9y\x0b(u\xea',Pump,Building C,1649,5842.51,82.55,0.09,19.98,88.42,2,0,2.63,Low,0
b'\xca&\x9e\xb2\xa2\x90F%\xa6\xd3*\x19\xf8\xb0?2',Elevator,Building A,959,4331.73,69.75,0.25,21.3,67.73,0,1,2.13,Low,0
b'\xe6Q\xf0w\xd0\x0eG\xe9\x8c\xc0\x023 G\xed\n',Pump,Building B,808,4634.32,80.04,3.78,26.68,88.25,2,0,1.01,High,0
b'\xf7u\xaa\x8e\xb0\x89M\xf0\xb6\xfd\xdc\x17\xeb\xb4*\xd0',HVAC,Building B,1679,5044.82,80.33,2.02,18.18,72.21,3,0,0.72,Low,0
b'g+\xd2{\xbdJA\xc4\xb9o`\xaa\xea[\x8c\x85',Pump,Building A,1816,4766.9,80.48,3.34,11.76,79.43,0,1,5.73,Low,0
b'\x18\x0fi\x0ev\xf3Oy\x91\xef\xb7>\xbe\x89!\xd1',Pump,Building B,1524,4449.41,80.1,1.78,27.5,54.14,2,1,1.09,Low,0
b'Ms\x8c\xab\x0b\x90E\xdd\x93\x00\xb3\x14\x8f\xbc\xe1p',Elevator,Warehouse 2,815,2673.64,71.42,2.26,19.25,71.13,1,0,3.39,Medium,0
b'8jf\x8c\x10\x89Lg\x9b\xebl\xdd\xd8\xa28\x05',Generator,Building C,1214,4936.37,89.15,4.43,13.02,47.29,1,0,0.08,High,0
b'\xb7\xbb\x88\xa1\x9e\xa6K\xfe\x9c\xb7<\t\xff\xe9\xc2\xec',HVAC,Warehouse 2,1297,4560.3,69.05,3.05,23.68,51.89,2,0,0.46,Low,0
b'\xbcW\xba\xd4\xd7eK0\x9e\xf5vZg\xd40\xa4',Elevator,Building C,1748,3493.47,64.96,1.23,24.98,64.63,0,1,0.42,Low,0
b'r\rd\xb5v\x92B\xf5\x8c4\xa4\xbd\xcb\xaf\x9eN',Elevator,Building A,1746,5657.2,73.61,5.27,14.34,45.31,0,1,0.12,Low,0
b'\xde\xb3\x8f\x944\x8fJ\x9c\xa6zn\xfc\xce\xac\xfdg',Boiler,Warehouse 1,1762,4150.28,70.17,3.8,16.68,30.95,1,0,1.41,Low,0
b'\xad\x92\n\x8cz\xaaC|\xa4\xd8z\x93\xd8\xb8\xfaI',HVAC,Warehouse 1,1073,3170.32,81.16,4.56,15.45,82.28,0,1,0.21,Low,0
"b'P0F\x1dF""I\xcc\xab\x1d\x1c\x85\xa8c\x17\xd1'",Generator,Warehouse 1,1535,4715.71,82.53,-0.1,23.77,37.55,2,0,1.2,Medium,0
"b'""g\x19\xc2\xebcL5\x9c\x0fZ\x0b\x13~\x15\xcb'",Generator,Building B,1682,5402.27,88.21,3.16,15.47,72.16,2,1,2.48,Medium,0
b'\xa8r\x06\xc4\xcc\xf2B%\x92|\x01\x00ATJ;',HVAC,Warehouse 1,971,3255.44,65.78,1.34,23.3,65.45,4,0,1.95,Low,0
"b""P\x0c\r\x1e\xecNJ\x9d\x80-\xb9\x14\x9a\x84\xb8'""",Boiler,Warehouse 1,1565,6065.38,72.42,4.9,22.46,35.14,0,0,2.84,Medium,0
b'\xf0\xb7\x0b\xce1\xa1D\x98\xafL\xba\x02\xf7\xc8\r\xfc',Generator,Building B,1335,6305.4,59.2,1.44,26.46,36.48,0,0,1.78,Low,0
b'\x0cE\x8d@\xab\x14I\x88\xbd\x03\x02\x12w\x9e-\x04',HVAC,Warehouse 1,1156,6692.35,76.44,-1.06,21.7,53.89,0,0,0.82,Medium,0
b'(c\xa9mcWK@\x8a\x1a5]R}\xcf\xd9',Boiler,Building B,672,5895.53,57.6,2.7,25.84,31.08,0,0,1.43,Low,0
b'\xc2\x86\x12\x8c\r\xb8JV\x87\x0b\xe4\xcbq\xfe\xbf\xb6',Boiler,Warehouse 1,566,5578.93,79.6,5.31,26.28,31.7,2,1,2.47,Low,0
b'\x86^\x88t|nE\xaf\x82e\xf1\x93-\x85\xae\xa0',Pump,Building B,1463,4471.08,70.08,1.64,11.01,60.51,1,0,0.06,High,0
b'\xb1\xbe\x90\xb1(6Mk\xbcsf]\xc6\xfes/',HVAC,Warehouse 1,394,3446.11,90.67,4.11,17.97,74.8,2,0,2.38,Low,0
b'D\xdaz\x02\ttD\x99\x93\xc2D\xc9\xc9\x93N\x85',Pump,Warehouse 1,643,4719.5,60.97,2.84,25.56,74.66,2,1,3.08,Low,0
b'\x9d\x157Wg\xefB\xb9\xad\xa3\xf32\x1f\x9c\xf3\xaf',HVAC,Warehouse 2,726,5696.14,74.41,-1.48,14.55,77.1,2,0,1.26,Low,0
b'\\F\xad]\xe3]L\xb7\x9e\x80\x04\xab\x9d\xc7\xc4\x04',Generator,Building B,880,7143.01,70.3,3.24,25.78,41.84,1,1,1.51,Low,0
b'W\xb2B\xac\xc2pJ\x07\xbcf\x8d\xdf\xde%\x8f\xdd',Pump,Warehouse 2,734,4712.09,77.45,2.6,12.28,61.03,3,1,0.24,Medium,0
b'\xe0Ql\xcd\xd76O^\xab\xef\xd9jQ\xe9C\x95',Pump,Building B,672,4784.21,63.22,5.2,16.89,64.84,1,0,0.51,Medium,0
b'\xd3\xdc\xa4\xcc*CH0\xa6\xac\xa9\x15%_\x03\xae',HVAC,Warehouse 1,521,3234.61,92.41,1.07,20.29,69.77,1,1,1.35,Low,0
b'z\xa0@\xc1\x1a\x19EX\xbd*\xc5\x98\xa8s\xd5R',Generator,Warehouse 2,1033,4190.28,76.88,1.82,21.02,87.55,4,1,3.91,Medium,0
"b""^F\xf9\x89\xb9'B\xed\x88\xbb\x8a=E\xfbFq""",HVAC,Warehouse 2,445,4998.73,81.01,3.2,23.53,62.3,1,0,0.01,Low,0
b'gz\xa6\xaf\xd6\x8bCp\x83\xa4\r\xb2?47s',Pump,Warehouse 2,1765,5061.03,58.78,1.63,9.35,88.84,1,0,0.29,Low,0
b'\x04\xf7\xfd&HnJl\xb3]3\x03\xdap\x96\xdc',Elevator,Building B,392,6514.71,79.11,3.35,14.32,45.22,1,1,0.28,Medium,0
b'i#\xa4\x93\xaa)G\x03\x9f\x03t$\xbc\xce\x9e\x80',Boiler,Building B,725,4293.87,71.48,2.59,18.3,65.26,0,1,3.97,Medium,0
b'-@\xebZ\xe7+C\x8b\x8b\xa2\xfd\x93\xd0\nIr',Boiler,Warehouse 1,1420,4602.88,74.59,1.35,28.98,46.2,0,1,2.12,Low,0
"b'j \xb9\x80\xda""I}\xb3\xc1p\x9c\xe9R\xf8\xdc'",Boiler,Building A,1139,3757.82,71.75,3.93,29.05,81.52,0,1,3.08,Low,0
"b'n.""\xe5\xba\x07N\x19\xaeXS{uw\xe0\xc9'",Generator,Building A,1550,4250.58,78.38,2.18,29.08,86.7,0,0,2.06,Low,0
b'\xd3\xea\x92|/\x87J\x94\x92\x98\xf2e6Q\xbc\xdc',Elevator,Building C,426,5466.45,73.79,3.35,19.57,84.09,1,1,10.85,Low,0
b'\x06\xd8\xfc\x15\xb1\xeeF\x96\xa3\xb94\x87b^G\x99',Elevator,Warehouse 1,1605,4593.91,59.11,0.19,20.92,30.92,0,1,0.66,Low,0
b'$\xda~\x93Z\xcdL;\xb2\xab\x1c\xe0\xa8\xaf\xc5\x8d',Boiler,Building B,1133,3746.49,72.85,3.58,23.51,35.11,3,1,0.57,Low,0
b'\xb5@&\xb7CWE/\x8b\xe8\xc1\xb1\x0f0\xc9U',HVAC,Building B,606,5936.06,82.77,3.05,15.51,43.89,0,1,3.32,Low,0
b'7d_\xfa\xe8\x86@C\x98I>\xb23i\xf0\xfb',Generator,Warehouse 1,959,4904.53,63.88,1.12,21.05,48.97,1,1,0.66,Low,0
b'\x86K\xe3\xc2u\xfcI\xbb\xadB\x80sb\xd0\xd9)',Boiler,Building B,514,5774.58,76.79,1.69,17.06,69.1,2,0,0.58,Low,0
b'cd\xbd\x0c\xa6?O\xfb\x82+j1\x88G`[',Generator,Building A,1609,6191.09,73.53,-0.33,13.0,39.41,2,0,1.17,Medium,0
b'\xe7\xe1\x1c\xd7\x9cQDN\x98+v\xa4\x8f\x14s\xde',Generator,Building B,404,5684.66,85.7,4.1,21.21,31.08,3,0,0.29,Low,1
b'\xbd\xa8\\\xd2\xffhD8\xaf\xa2\xdf\xbd\x04\x85\xed\x96',HVAC,Building C,986,4924.49,85.01,3.33,24.92,70.45,2,0,1.44,Low,0
